,Crop,Stage,Disease Name,Pathogen Type,Favorable Weather Conditions,Symptoms at This Stage,Why This Stage is Vulnerable,Preventive Measures,Monitoring Indicators,NDVI,EVI,SAVI,NDRE,LAI,NDWI,NDMI,RSM,RVI,VARI,SOC,AVI,BSI,SI,VSSI,Crop_enc,Stage_enc,Disease_enc
245,chickpea,flowering,pod borer (helicoverpa armigera),Insect Pest,"20–30°C, dry spells after rain",Larvae feed on flowers & tender pods,Flowering stage highly attractive to larvae,Pheromone traps; Bt/NPV sprays,"Trap count >8/night, flower damage %",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,8,153
246,chickpea,flowering,aphids (aphis craccivora),Insect Pest,"Cool–moderate 15–25°C, dry conditions",Honeydew; curling leaves; flower abortion,Tender floral tissues easily colonized,Neem oil; IMI sprays; ladybird predators,"Aphid count/leaf, sticky traps",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,8,17
247,chickpea,pod formation (reproductive stage),ascochyta blight (ascochyta rabiei),Fungus,"Cool (15–22°C), high humidity (>85%), cloudy/wet days",Dark sunken spots on pods; premature pod drop; shriveled seeds,Pods have soft tissues & high moisture → easy infection,Mancozeb/Chlorothalonil sprays; resistant varieties,"Pod wetness duration, humidity spikes, NDVI decline clusters",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,18,20
248,chickpea,pod formation (reproductive stage),botrytis gray mold (botrytis cinerea),Fungus,"Cool–moist (12–18°C), dense canopy, fog/dew",Gray mold on pods; flower-to-pod infection,Dense canopy traps moisture around pods,Improve aeration; Iprodione/Carbendazim,"RH >90%, dew persistence, NDVI sudden drop",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,18,44
249,chickpea,pod formation (reproductive stage),alternaria pod blight (alternaria alternata),Fungus,"Warm humid (20–28°C), intermittent rains",Brown concentric lesions on pods; pod drying,Pod surface stays wet after night dew,Mancozeb sprays; residue removal,"Humidity cycles, yellowing around infected pods",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,18,6
250,chickpea,pod formation (reproductive stage),sclerotinia stem rot / white mold (sclerotinia sclerotiorum),Fungus,"Cool humid (15–20°C), wet soil",White fungal growth at stem/pod junction; pod abortion,Thick canopy remains wet during pod fill,Avoid overhead irrigation; Boscalid,"Leaf wetness >12 hrs, soil moisture >70%",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,18,179
251,chickpea,pod formation (reproductive stage),fusarium wilt (late expression),Fungus,Warm soils (24–30°C),Pod fill failure; partial plant wilt; vascular browning,High water/nutrient demand exposes infection,"Resistant varieties, rotation","Localized NDVI decline, warm soils",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,18,106
252,chickpea,pod formation (reproductive stage),dry root rot (macrophomina phaseolina),Fungus,"Hot (>30°C), dry soils",Pods small; upper canopy dries suddenly,Drought stress peaks during pod formation,Maintain moisture; Trichoderma,"Soil dryness index, heat spikes",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,18,85
253,chickpea,pod formation (reproductive stage),root-knot nematode (meloidogyne spp.),Nematode,Sandy warm soils,Poor pod formation; reduced seed filling,Nutrient flow reduced due to root galls,Neem cake; Paecilomyces; rotation,"NDVI low zones, nematode hotspots",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,18,172
254,chickpea,pod formation (reproductive stage),pod borer (helicoverpa armigera),Insect Pest,"20–32°C, dry spells after rain",Larvae bore into pods; seed feeding,Peak attractiveness at pod stage,Pheromone traps; Bt/NPV; Emamectin,"Trap >8/night, pod damage %, NDVI holes",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,18,153
255,chickpea,pod formation (reproductive stage),aphids (aphis craccivora),Insect Pest,"15–25°C, dry weather",Stunted pods; poor filling; honeydew,Sap feeding reduces nutrient translocation,Neem oil; IMI sprays; ladybird conservation,"Aphid count/leaf, sticky trap rise",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,18,17
256,chickpea,pod formation (reproductive stage),stink bugs / pod sucking bugs,Insect Pest,Warm dry 25–32°C,Shriveled seeds; pod punctures,Pods attract sucking pests,Weed removal; insecticides if needed,"Pest count per 10 sweeps, damaged pods",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,18,215
257,chickpea,maturity,ascochyta blight (ascochyta rabiei),Fungus,"Cool, humid, cloudy weather; late-season rains",Dark lesions on pods; shriveled seeds; pod cracking,Mature pods lose moisture balance & become vulnerable,Avoid late irrigation; Mancozeb spray before maturity,"Pod wetness duration, humidity spikes, NDVI decline",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,14,20
258,chickpea,maturity,alternaria pod blight (alternaria alternata),Fungus,Warm humid (20–28°C),Brown–black lesions on pods; seed discoloration,Drying pods under stress become more susceptible,Maintain airflow; remove residues; avoid late irrigation,"Humidity cycles, pod surface spots",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,14,6
259,chickpea,maturity,botrytis gray mold (botrytis cinerea),Fungus,"Cool moist weather, dense canopy",Gray mold on drying pods; pod rotting,Senescing canopy traps moisture near pods,Improve aeration; avoid late irrigation,"Fog/dew persistence, NDVI sudden patch drop",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,14,44
260,chickpea,maturity,sclerotinia stem rot (sclerotinia sclerotiorum),Fungus,Cool humid soils; heavy residues,White cottony growth on stems/pod junctions,Weakening stems allow pathogen entry,Deep ploughing; moisture control,"Soil moisture >70%, canopy collapse areas",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,14,178
261,chickpea,maturity,fusarium wilt (late expression),Fungus,Warm soils >25°C,Incomplete pod fill; early plant drying,Cumulative xylem blockage shows late,Crop rotation; resistant varieties,Localized NDVI decline patches,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,14,106
262,chickpea,maturity,dry root rot (macrophomina phaseolina),Fungus,"Hot (>30°C), dry soil",Sudden plant death with pods attached,Heat + drought stress peak at maturity,Maintain moisture earlier; Trichoderma,"Soil dryness index, heat alerts",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,14,85
263,chickpea,maturity,pod borer (helicoverpa armigera),Insect Pest,"20–32°C, dry spells",Larvae bore into mature pods; seed feeding,Late-instar larvae peak feeding at maturity,NPV/Bt; pheromone traps; Emamectin,"Trap catch >8/night, pod damage %",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,14,153
264,chickpea,maturity,aphids (aphis craccivora),Insect Pest,"Cool–moderate temperatures, dry conditions",Sooty mold; curled pods; shriveled seeds,Sap feeding restricts seed filling,Neem oil; IMI sprays; predators,"Aphid count/leaf, honeydew presence",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,14,17
265,chickpea,maturity,stink bugs / pod sucking bugs,Insect Pest,Warm dry 25–32°C,Shriveled seeds; puncture marks on pods,Hardening pods attract bugs,Weed removal; insecticides if severe,"Bug count per 10 sweeps, damaged pods",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,14,215
266,chickpea,maturity,seed weevils / bruchids (callosobruchus spp.),Insect Pest,Dry warm weather,Egg laying on pods; holes in seeds during storage,Mature seeds attract bruchids for oviposition,Timely harvest; proper drying; seed treatment,"Adult trap counts, seed holes",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,14,184
267,chickpea,harvest,ascochyta blight (ascochyta rabiei),Fungus,Cool & humid weather close to harvest,Lesions on pods; shriveled seeds; poor grain quality,Late-season moisture reactivates infection on drying pods,Avoid late irrigation; early harvest before rains,"Pod wetness hours, humidity >85%, seed discoloration",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,12,20
268,chickpea,harvest,alternaria pod blight (alternaria alternata),Fungus,Warm humid spells during drying,Brown spots on dry pods; seed discoloration,Pods dry unevenly causing stress cracks,Timely harvest; proper field drying,"Humidity cycles, pod surface lesions",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,12,6
269,chickpea,harvest,botrytis gray mold (botrytis cinerea),Fungus,Cool moist weather during harvest,Gray mold on drying pods; poor seed quality,Damp crop lying in field increases mold growth,Quick drying; avoid leaving plants on wet soil,"Fog/dew persistence, mold presence",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,12,44
270,chickpea,harvest,sclerotinia stem rot (sclerotinia sclerotiorum),Fungus,"Wet soil, cool humid conditions",White mold on stems/pods; lodging issues,Lodged plants touch moist soil and get infected,Remove residues; harvest lodged areas early,"Soil moisture >70%, dead/lodged patches",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,12,178
271,chickpea,harvest,dry root rot (macrophomina phaseolina),Fungus,"High temperature >30°C, dry soils",Plants brittle; pods poorly filled,Severe drought stress increases late infection,Ensure timely harvest; maintain soil moisture earlier,"Dryness index, heat spikes",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,12,85
272,chickpea,harvest,seed weevils / bruchids (callosobruchus spp.),Insect Pest,Warm dry post-maturity weather,Eggs on pods; holes in stored seeds,Dry pods attract bruchids for oviposition,Early harvest; sun drying; seed treatment before storage,"Adult trap counts, seed hole percentage",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,12,184
273,chickpea,harvest,pod sucking bugs / stink bugs,Insect Pest,Warm dry 25–32°C,Shriveled seeds; pod punctures,Hardening pods attract sucking pests,Weed removal; insecticide if severe,"Bug count per sweep, punctured pods",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,12,154
274,chickpea,harvest,aphids (aphis craccivora),Insect Pest,Cool–dry weather,Sticky honeydew; sooty mold on pods,Late-season feeding reduces seed quality,Neem oil; IMI sprays; support predators,"Aphid count, sooty mold presence",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,12,17
275,chickpea,harvest,"storage fungal rot (aspergillus, penicillium)",Fungus,High humidity during drying; delayed harvest,Moldy seeds; off-color grain; foul odor,Moist seeds create perfect environment for fungi,Dry seeds to <12% moisture; proper ventilation,"Seed moisture %, presence of mold patches",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,12,216
276,chickpea,harvest,mechanical / weather damage (abiotic),Abiotic,Rain before or during harvest,Pod splitting; seed discoloration,Mature pods extremely fragile to moisture changes,Harvest before rainfall; avoid delays,"Weather forecast, pod brittleness checks",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,12,133
277,chickpea,post-harvest,"storage fungal rot (aspergillus, penicillium)",Fungus,"High humidity (>70%), seed moisture >12%, poor aeration","Mold growth, foul odor, discoloration, aflatoxin risk",Residual grain moisture + warm storage conditions,"Dry seeds <10–12%, airtight bags, fumigation","Seed moisture %, storage humidity & temperature",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,216
278,chickpea,post-harvest,bruchids / pulse beetle (callosobruchus chinensis),Insect Pest,Warm dry environment (28–33°C),"Seed holes, powdery residue, rapid internal feeding",Beetles lay eggs on stored grain; larvae feed inside,"Solarization, hermetic storage, fumigation","Trap counts, % holed seeds, grain weight loss",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,19,45
279,chickpea,post-harvest,weevils (sitophilus spp.),Insect Pest,Warm & humid storage conditions,"Seed tunneling, fine dust accumulation",Warm stores enable rapid multiplication,"Clean stores, fumigation, airtight containers","Live insect activity, frass presence",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,230
280,chickpea,post-harvest,rodent damage,Vertebrate Pest,Dry warm shelters,"Gnawed seeds, contamination, urine smell",Rodents seek grain during off-season,"Traps, baiting, improved sanitation","Droppings, gnaw marks, torn bags",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,19,168
281,chickpea,post-harvest,secondary mold (reactivation),Fungus,Re-wetting of stored grain,Renewed mold growth on previously dried seeds,Poor storage allows moisture absorption,"Store grain off-floor, maintain ventilation","Grain moisture %, humidity spikes",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,19,180
282,chickpea,post-harvest,yeast & bacterial spoilage,Bacteria / Yeast,"High humidity, poor airflow","Fermented smell, clumping of seeds",Moisture condensation inside bags,"Use dry, ventilated storage; avoid damp bags","Condensation signs, odor checks",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,237
283,chickpea,post-harvest,insect fragment contamination,Insect Residue,Warm dry storage,Presence of dead insect parts in grain,Multiple pests thrive in storage,Identify and eliminate pest hotspots,Visual grain inspection,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,121
284,chickpea,post-harvest,mite infestation,Mite Pest,High humidity in stores,"Dusty grain appearance, allergenic contamination",Damp grain layers favor mites,"Sun-drying, cold storage",Microscopic mite count,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,134
285,chickpea,post-harvest,admixture & seed discoloration (abiotic),Non-pathogenic,"Poor cleaning, exposure to light/oxidation","Faded color, broken grain",Handling stress & oxidation,Proper cleaning & gentle handling,"Grain purity %, color grading",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,19,0
286,chickpea,post-harvest,mycotoxin risk (aflatoxin from aspergillus),Fungal Toxin,"Warm humid storage (25–32°C, RH >70%)",No visible symptoms; toxic contamination,Bad drying practices + fungal spores,"Lab testing, low-moisture storage","Aflatoxin test strips, humidity monitoring",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,136
289,cotton,seed treatment & sowing,seed rot,"Fungus (Rhizoctonia, Aspergillus, Fusarium)","High soil moisture, poorly drained soil, warm & humid conditions","Seeds fail to germinate, softening/melting of seeds",Seed coat is weak; pathogen attacks before germination,"Use fungicide-treated seed, ensure well-drained soil, avoid over-irrigation","Soil moisture >70%, soil temp 20–30°C, delayed germination rates",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,22,182
290,cotton,seed treatment & sowing,damping-off,"Fungus (Pythium, Rhizoctonia solani)","Cool + wet soils, continuous high humidity, cloudy weather","Seedlings collapse, water-soaked stem base, pre- or post-emergence death",Tender hypocotyl easily invaded by soil fungi,"Treat seeds, apply bioagents (Trichoderma), avoid waterlogging","Soil humidity spikes, emergence gap >20%, NDVI low in early stage patches",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,22,78
291,cotton,seed treatment & sowing,fusarium wilt (early infection),Fungus,"Warm soil (25–30°C), drought + moisture fluctuations","Poor emergence, slight seedling yellowing, weak early root system","Seedling roots are undeveloped, allowing pathogen entry","Resistant varieties, seed treatment with carbendazim, crop rotation","Soil pathogen index, early NDVI decline, localized poor stand",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,22,103
292,cotton,seed treatment & sowing,bacterial blight (initial infection),Bacteria (Xanthomonas citri pv. malvacearum),"High humidity, rainfall splash, warm weather","Water-soaked specks on cotyledons, small lesions",Cotyledons are thin & easily affected,"Use disease-free seed, treat seed with bactericides, avoid crowding","Humidity >85%, recent rainfall, cotyledon spotting trend",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,22,32
293,cotton,seed treatment & sowing,root-knot nematode,Nematode (Meloidogyne spp.),"Sandy soils, warm temperatures","Poor emergence, weak seedlings, early root galls (microscopic)",Immature roots are easy targets for nematodes,"Seed coating with nematicides, soil solarization, resistant cultivars","Soil nematode count, patchy poor stands, early stunting patterns",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,22,171
294,cotton,seed treatment & sowing,alternaria leaf spot (early infection),Fungus,"Warm, humid, prolonged leaf wetness",Small dark specks on cotyledons,First true leaves just forming—easily infected,"Seed treatment, good spacing, avoid overhead irrigation","Leaf wetness >10 hours, humidity >85%, cotyledon lesion count",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,22,4
295,cotton,germination,"damping-off (pythium, rhizoctonia, phytophthora)",Fungus,"Cool–wet soils, high humidity, poor drainage","Hypocotyl collapse, water-soaked stem, pre- or post-emergence seedling death",Soft tissues + slow emergence increase susceptibility,"Seed treatment (Metalaxyl, Thiram), avoid overwatering, use raised beds","Soil moisture >70%, soil temp <20°C, missing plants in rows, early NDVI dips",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,80
296,cotton,germination,seedling root rot,"Fungus (Fusarium, Rhizoctonia)","Warm humid soil, high organic matter","Brown root lesions, weak or stunted seedlings",Immature root systems allow quick colonization,"Trichoderma seed treatment, crop rotation, ensure aeration","Soil pathogen index, stunted patches, poor root elongation",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,9,188
297,cotton,germination,bacterial blight (early infection),Bacteria,Warm temps + rainfall splash or irrigation,Tiny water-soaked lesions on cotyledons,Cotyledons thin and vulnerable to bacterial entry,"Disease-free seed, copper-based seed treatment, avoid splash irrigation","RH >85%, cotyledon spotting trend, weather after rainfall",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,31
298,cotton,germination,alternaria leaf spot (early stage),Fungus,"Warm, humid, leaf wetness periods",Dark specks on cotyledons or first true leaf,Tender tissues lack protective waxy layers,"Seed treatment, good spacing, remove plant debris","Leaf wetness >10 hrs, humidity spikes, lesion count in sampling",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,5
299,cotton,germination,fusarium wilt (early infection),Fungus,"Warm soils (25–30°C), moisture stress fluctuations","Slow emergence, early yellowing, poor vigor",Fungus enters through young roots before lignification,"Resistant varieties, carbendazim seed treatment","Early NDVI decline, soil pathogen load, scattered weak seedlings",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,103
300,cotton,germination,root-knot nematode,Nematode (Meloidogyne spp.),"Sandy soils, warm temps","Poor seedling vigor, microscopic early galls, uneven stand",Germinating roots are soft and attractive to nematodes,"Nematicide seed coat, soil solarization, resistant hybrids","Soil nematode count, stunted patches, anomalous emergence patterns",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,171
301,cotton,germination,cotton leaf curl virus (very early transmission),Virus (Whitefly-vectored),"Warm weather, low rainfall, high whitefly activity",Slight leaf curling on tiny emerging leaves (rare this early),Early whitefly feeding can infect seedlings,"Seedling protection nets, vector control, remove alternate hosts","Whitefly count >5/leaf, warm dry spell, leaf deformation count",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,75
302,cotton,seedling establishment & emergence,damping-off (late emergence phase),"Fungus (Rhizoctonia, Pythium, Phytophthora)","High soil moisture, cool or fluctuating temperatures, cloudy weather","Seedlings wilt suddenly, stem constriction at soil line, brownish rot",Tender hypocotyl and weak stem tissues are easily attacked,"Seed treatment, avoid waterlogging, improve soil drainage","Soil moisture >70%, emergence gaps, NDVI drop in rows",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,24,79
303,cotton,seedling establishment & emergence,seedling root rot / early fusarium infection,Fungus,"Warm and humid soil, high organic matter","Brown root lesions, weak or stunted seedlings, poor root elongation",Roots are soft and not yet lignified,"Trichoderma application, soil sterilization, crop rotation","Soil pathogen count, patchy weak plants, early stunting",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,24,189
304,cotton,seedling establishment & emergence,alternaria leaf spot (early stage),Fungus,"Warm, humid conditions; leaf wetness >10 hrs",Dark circular spots on cotyledons/first leaves,New leaves lack protective wax,"Fungicide seed treat, wider spacing, remove residue","Humidity >85%, leaf spot count, early lesion expansion",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,24,5
305,cotton,seedling establishment & emergence,bacterial blight (young seedling infection),Bacteria,"High humidity, rainfall splash, warm temps",Tiny angular water-soaked lesions on cotyledons and young leaves,Cotyledons and first leaves have weak cuticle,"Clean seed, avoid overhead irrigation, copper sprays","RH spikes, rainfall events, sudden lesion appearance",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,24,33
306,cotton,seedling establishment & emergence,root-knot nematode damage,Nematode,"Sandy soils, warm temperatures","Slow growth, yellowish seedlings, small early root swellings","Soft, developing roots allow nematode penetration","Nematicide seed coat, resistant varieties, solarization","Soil nematode index, uneven emergence, stunted patches",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,24,173
307,cotton,seedling establishment & emergence,cotton leaf curl virus (early establishment),Virus (Whitefly-vectored),"Warm, dry weather; high whitefly numbers","Mild early curling, puckering of first leaves",Whitefly feeding begins early when seedlings are tender,"Remove weeds, apply yellow sticky traps, early vector control","Whitefly count >5/leaf, rising temp & dry spell indicators",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,24,74
308,cotton,seedling establishment & emergence,thrips damage (vector & direct injury),Pest,"Hot, dry climates; low rainfall","Silvery streaks on emerging leaves, curling, distortion",Tender emerging leaves are ideal feeding sites,"Seed treatment (Imidacloprid), blue sticky traps, early sprays","Thrips count >8 per seedling, dry spell continuation",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,24,225
309,cotton,seedling establishment & emergence,spider mite early infestation,Pest,"Hot, dusty conditions",Tiny pale speckling on young leaves,Limited leaf area = quick damage impact,"Maintain field moisture, miticide if needed","Webbing signs, leaf undersurface mite count",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,199
310,cotton,vegetative growth,alternaria leaf spot,Fungus,"Warm (25–30°C), humid, prolonged leaf wetness",Brown circular spots with concentric rings on leaves,Large leaf area + dense canopy increases humidity,"Foliar fungicides (Mancozeb), wider spacing, debris removal","Leaf wetness >10 hrs, RH >85%, lesion expansion rate",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,31,3
311,cotton,vegetative growth,cercospora leaf spot,Fungus,"High humidity, warm temps, intermittent rains",Small reddish-purple leaf spots turning grey in center,Rapid leaf expansion increases susceptible tissue,"Crop rotation, early fungicide spray if needed","NDVI drop in patches, humidity spikes, new spot counts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,31,47
312,cotton,vegetative growth,bacterial blight,Bacteria,"Warm + humid weather, rainfall splash","Water-soaked angular lesions, black spots on veins",New leaves have softer tissues prone to bacterial entry,"Resistant varieties, copper sprays, avoid overhead irrigation","RH >85%, frequent rainfall, lesion clustering",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,31,30
313,cotton,vegetative growth,fusarium wilt,Fungus,"Warm soils (25–30°C), moisture stress","Leaf drooping, yellowing from base upward, unilateral wilt",Increased root mass provides more entry points,"Resistant varieties, avoid continuous cotton, soil amendments","Soil pathogen index, early chlorosis, NDVI streaks",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,31,101
314,cotton,vegetative growth,verticillium wilt,Fungus,Cool–moderate temps (20–28°C); moist soils,"Interveinal chlorosis, leaf curling, stunting",Root wounds from early growth allow pathogen entry,"Crop rotation, organic matter improvement, resistant hybrids","Soil moisture variation, sentinel plant testing",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,31,229
315,cotton,vegetative growth,cotton leaf curl virus (clcuv),Virus (Whitefly-vectored),"Warm, dry spells; high whitefly activity","Curling, thickening of leaves, vein swelling",Increased leaf surface attracts more vectors,"Yellow sticky traps, vector control, remove alternate hosts","Whitefly count >5/leaf, dry weather + temperature rise",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,31,73
316,cotton,vegetative growth,myrothecium leaf spot,Fungus,"High humidity, leaf wetness, shaded fields",Circular spots with black fruiting bodies,Dense canopy traps moisture,"Remove infected debris, balanced irrigation","Leaf moisture >10 hrs, black sporulation on lesions",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,31,138
317,cotton,vegetative growth,spider mites,Pest,"Hot, dry, dusty conditions","Yellow stippling, bronzing of leaves, fine webbing",More leaf area exposed to mites,"Maintain field moisture, acaricides if needed","Mite count per leaf, dry spell indicators",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,31,200
318,cotton,vegetative growth,thrips injury,Pest,"Hot, dry weather","Leaf distortion, rough texture, silvery streaks",Tender new leaves formed continuously,Seed treatment or foliar insecticide,Thrips count >8 per leaf,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,31,226
319,cotton,vegetative growth,root-knot nematode damage,Nematode,"Sandy soils, warm temps","Stunting, pale leaves, poor vigor",Root system expands ? more nematode feeding points,"Nematicides, resistant hybrids","Soil nematode population, root gall sampling",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,31,173
320,cotton,square formation (squaring),"square drop due to bollworm (helicoverpa, pink bollworm early feeding)",Pest (Lepidoptera),"Warm nights, dry spells, moderate humidity","Small bored holes in squares, premature square shedding",Young squares are tender and easily destroyed by larvae,"Pheromone traps, timely insecticide, Bt hybrids","Moth trap catch >8/night, square shed %, larvae per 20 plants",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,27,204
321,cotton,square formation (squaring),jassid (leafhopper) injury,Pest,"Warm, dry conditions","Yellowing, downward curling, hopper burn on leaves ? square retention drops","Jassids reduce photosynthesis, weakening square development","Resistant varieties, neem oil, systemic insecticides","Jassid count >2 per leaf, leaf-edge yellowing",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,27,124
322,cotton,square formation (squaring),whitefly ? cotton leaf curl virus (clcuv),Virus (Vector-borne),"Warm, dry spells; high whitefly numbers","Curling, thickening of leaves, flower bud stunting",Active vector population + tender squares increase susceptibility,"Yellow sticky traps, vector control, rogue infected plants","Whitefly count >5/leaf, virus symptom clustering",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,27,236
323,cotton,square formation (squaring),alternaria leaf spot,Fungus,"Humid, warm weather; leaf wetness",Brown concentric spots on leaves ? reduced photosynthesis,"High foliage density traps moisture, weakening squares","Preventive fungicides, residue removal","Lesion count, RH >85%, NDVI localized drop",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,27,3
324,cotton,square formation (squaring),cercospora leaf spot,Fungus,"High humidity, intermittent rains","Purple-bordered round lesions, premature leaf drop",Fungal spread increases shading ? affects square nutrition,"Crop rotation, well-timed fungicides","Humidity spikes, canopy wetness duration",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,27,47
325,cotton,square formation (squaring),bacterial blight,Bacteria,"Warm + humid conditions, rainfall splash","Angular water-soaked lesions, black veins, bud infection",Rapid tissue expansion + bacteria entry via stomata,"Copper sprays, avoid overhead irrigation","Rainfall followed by high RH, lesion spread",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,27,30
326,cotton,square formation (squaring),fusarium wilt (active phase begins),Fungus,"Warm soil, moisture stress","Sudden yellowing, wilting, square shedding",Plants use high energy for square development ? stress ? wilt,"Resistant varieties, soil health improvement","NDVI downward trend, soil pathogen load",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,27,102
327,cotton,square formation (squaring),verticillium wilt,Fungus,Cool–moderate temperatures,"Interveinal chlorosis, leaf curling, stunting ? poor square retention",Canopy expands fast; nutrient redistribution weakens immunity,"Crop rotation, avoid excessive irrigation","Soil moisture fluctuation, chlorosis mapping",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,27,229
328,cotton,square formation (squaring),reddening of cotton (nutrient & pest stress),Physiological + Pest associated,"Low phosphorus, low Mg, whitefly outbreaks","Leaves turn reddish, small squares, shedding",Nutrient diversion towards developing squares,"Balanced fertilization, pest control","Leaf color index, nutrient mapping",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,27,161
329,cotton,square formation (squaring),thrips damage,Pest,"Hot, dry weather","Scarred squares, distorted leaf tissue",Tender squares attract thrips feeding,"Sticky traps, timely sprays",Thrips count >8/plant,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,27,224
330,cotton,flowering,american bollworm (helicoverpa) damage,Pest (Lepidoptera),"Warm nights, humid weather, moderate rainfall","Holes in flowers, shedding of flowers, damaged anthers and ovaries",Flowers are soft and easily penetrated by larvae,"Pheromone traps, Bt cotton, timely insecticide","Trap catch >8/night, flower drop %, larvae per 20 plants",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,8,9
